asin,reviewId,title,content,star
B07PW7PSY9,R2Q9COIWT2C7WC,Fast wireless charging!,"Anker never has let me down in the past 6 years that I've been using their products and no, I am not sponsored or paid for this review. My Samsung S10 and iPhone XR charge perfectly fine at the same time using this wireless charger and this charger has fast wireless charging capabilities. Of course wireless charging isn't as fast as a wired connection but it is slowly creeping up there in the previous years of advancement. The profile is slim and does not take up much space at all. No issues what so ever besides having a phone mount magnet in my case but I shifted the magnet down towards the bottom of the case on my s10 and no more charging issues ever since.",5
B083B9HB6Q,R1RT9FYQPBVFST,Excellent,"Works excellent, I have a few items of this brand and so far I have 0 complaints. It charges my phone and watch and it doesnt take much space on my night stand.",5
B07S1LD8MT,R3TXPGO6J05TQI,Slow charge,"Doesn’t charge as quickly as I would like, but is convenient and easy to use.",3
B0719KV9PH,R1U7XX4F1JPGL8,Perfect replacement,"I used this charger as a replacement for my son's school Chromebook and it works like a charm!! Arrived quickly, charges fast, would definitely order again!!",5
B08G4GRQYV,R1YO8LBGN8ZA9J,Didn't work with S21+,Both chargers didn't charge as advertised. Sent back.,1
B091T6VKBV,R1INZCN9N6CBRK,Great device!,Nice and compact.,5
B08NT9NPDD,RQKC0NBP7Z26J,磁気が弱い！,"充電機能付きで吸着面の大きい物を探していたところ、こちらの商品を見つけたのですが期待外れでした。
落下しないか逆さまにしたりしてテストしましたが、磁気が弱くて何度試してもすぐに落ちます。
（ちなみに、スマホケース無しでくっつけてみましたが、やはりすぐに落下します）
危険なので、こちらの商品は安心して車に搭載することは出来ないと諦めて、残念ですが今回は返品させていただきました。",1
B072C7R4CD,R2HZQRUNPXJLNM,Excellent,Very good,5
B071SKHZXG,RSZFTKI4QVOOD,its goog,very good,5
B09HQHJLSR,R3QEVG4E08HI21,Liked item,Liked item,5
B097ZFS9MB,R2JVAL02BIEOU1,Recomendado,"Excelente cargador, cumple su objetivo,lo único malo es que el cable no es separable.",5
B09F6DYDXV,R33DKM335K0OVS,Definitely a 5 star product!,"Had a few issues with the item, seller promptly made contact and made it right.. item is product that works as advertised! I would definitely use this seller for another one of the charging stations. 👌",5
B07L9QST54,R1CCQY0TPW36L2,Great for Parks on the Air battery monitoring,Using this to monitor my battery and charge my tablet / iPhone during portable ham radio outings.,5
B08YJVQ8K7,R1Q1KNHCCPYQPU,Small and cute and fits my phone,Love it!,5
B082GBHYVX,R15IVPRAT0TAQV,Not worth it,It was good while it lasted. It still charges my watch barely but not my phone or AirPods,2
B09B23KVKT,R1PXMPVPAWS6S2,Real Deal!,"This product is the real deal! I charge all my apple products effortlessly while I’m sleeping…just place on the charger,how hard is that?",5
B07J6FWK57,R175ZOP5C0Y4QV,The solution to my first world problems,"This fast charges my Samsung s9 perfectly. Every other car charger I've had in the past only had normal charging speeds.

Recently I'd been using the USB port located in my car's radio unit which made my phone keep telling (over and over) me it cannot establish a data connection. So not only was it slow, it had been annoying me for the longest time.

This cheap (in price, not quality) little thing solved two first world problems for me.",5
B0172QQNBY,R669O5KRJSFD7,Great,Excellent. Charges my Nexus 6P very quickly even while another device plugged in. Having the power cable come off at a 90 degree angle is very helpful in a Chevy Tahoe.,5
B07CCN9FQS,R1A6LTT13510UU,Flimsy connection,The connection for the wire is very flimsy and would often not charge until re-seating the cable.,2
B016ZNTUQA,RAH279QXXQVXF,Great for traveling.,"Great product! The product feels solid and charges any usb device quickly. I charged an iPad Air, an iPhone 6S+, and an LG V10 at full current. The device is not too heavy and doesn't fall out of the wall outlet. I do wish that all of the ports had light and not just the top one. But overall a great and innovative product that makes it convenient to charge multiple devices at the same time from the same outlet without sacrificing charge time.",4
B07R7K2QMW,RL5Z9DB0FNHBT,Nope,"Charges for 5 Seconds when you plug it in, but then turns right off again.",1
B07D9KT4HP,R120YXMR6O6YWD,Not too bad,Charges slow. Has to be on device perfect to charge.,4
B08JYH992T,R2N19SWCGR6ORD,Both of the first and second ones I got never charged,"Unfortunately, even though the charger came in quickly (which I loved and appreciated) but neither my original nor the replacement one worked for my Apple Watch and my Tozo earbuds. My phone has a Popsocket on it so that doesn’t count. I’m just going back to using the chargers I have for my watch and earbuds or go through somewhere else. I’m glad for most people they haven’t had my luck/issues.",1
B08MTSKWNX,R14DVYU6P6UJWR,Only worked for a few days,Stop working within days.,1
B07DC2MJR4,RHNP9FREQ136M,OK so far,Only used it for a week so can't give a compleat review. Very nice and easy. Just place it on the base. It probably my Samsung Galaxy 8+ but I have to take the case off to get a charge. Sometimes my phone get really hot so I have to watch it.,3
B07FCP1L2J,R1TJXRIE4B30E1,Fast charger works,Product did everything as advertised,5
B07PPQGDVF,RZX6MYROUI15Y,Perfect,Thus works perfectly!,5
B079MGG7LC,R2ZA1ZHOOG8W0W,"Don't buy this charger, doesn't actually charge","Doesn't actually charge, complete waste of money.",1
B09KH3Z9MF,R3OQB055IRCXYS,Nice,Nice easy to use,5
B07XPWD4WW,R2XY0XU2DOWNDP,Check my two returns,"I had two Mophie 3-in-1 and when neither worked I returned them both in the same box with separate return slips. Now, I got a notice that I will be charged for one of them. That would not be right. Please look into this so my account can be cleared, ASAP.",1
B08L5NP6NG,R3TVDNV52DFKH8,Doesn’t seem to charge through cases,Did not charge through my plain TPU case,1
B099Q3FBQK,RAV48R7LN0533,Not Fast charging,"UPDATE:
Item alreadybstopped working.

This take 3 hours to charge Samsung S21. It does not charge my earbuds. I am quite disappointed. Waste of money",1
B07V4DB1Q8,R2CA4BKNIMHKL9,FIRE HAZARD,"This product did not charge your phone well, period. It was annoying that they just sent a USB cable and no block. As well as the product not high functioning it almost blew out my outlet and dangerously hot to the touch. If I didn’t look to see why it was taking so long I could have prevented a fire. Very dangerous",1
B076GZ3S5T,R1RF3YTN66IU36,charges my phone great,I uses all the time,5
B082SV1NF1,R12J3H4OIXHK5D,Need a specific adapter.,My Note easily drain when using this charger. Maybe I need a special adapter for this.,4
B07QX1Q4J7,R2OT5O6MWVDEGW,What junk!!!!,"Dont bother with this product.

Cord is far too short
Power in the adapter went out less than a week!

Find something better!",1
B08H4KS2LV,R232I5B49YW9I1,Same size 4x the power of the old school Apple charger. It’s a no brained. Do it!,Upgrading to a new iPhone I was treated with the opportunity to buy my out charger. After a week of research I decided on the Anker Nano 20w PIQ 3.0 and it is a tiny power house.,5
B07KFS6RQQ,R1WGQUWW2P5LYN,love it,Very good especially for a family of 4,5
B09P176RB9,R1D3UUQ4DBE51W,Love this charging station,"This is a decent, streamlined wireless charging dock. It's high tech, sleek, and effective for charging a variety of devices. The less items you charge at once, the more juice there is to charge faster. It's ideal for Apple devices but it works for Android products as well. The dock comes with a USB cable and plug, a smart watch charging stand, a bluetooth earphone charger dock, a wireless charger (lay phone flat on center), and a rotating charger with 3 plugs (for iPhone, Micro 5Pin and USB-C for my Galaxy S9). It comes with a clear instruction manual and is easy to use.",4
B08FG63RTD,RUCSTKDBMBC8Y,Be careful…. Phone overheated on this charger,I was excited about this charger and now i am cautious about using it. I had it plugged into a pc and was streaming video while charging when my iphone shut down due to overheating. Haven’t used since. Be careful and don’t use this unattended.,2
B089G6RM6Z,RUGTWZ3WAC57P,Versatile and Low Profile,Found a winner it looks like. Been very happy with this product. Wireless charging has worked well on all three devices and the magnet for the Apple Watch has held my watch in place just fine. It is great how you can adjust the product to whatever angle you prefer an can lay flat for packing for a trip. Overall very happy with my choice!,5
B07MCVBP7N,RGYYRQMT05HP8,Thank you,No complaints chord long enough too,5
B07P999H4J,RGZHQB7T3FCRV,Simple setup and works!,"Easy set up, like the fact that the phone is standing so it can be viewed, and with wireless charging, there is no messing around with cables when turning in or getting up. Looks nice too. Recommend.",5
B077XQF8N7,RUE9EN526U58K,Its okay.,"i really like the double USB ports on this product, i just think its a little silly that the design of the block itself doesnt allow enough space to plug two in next to each other making the whole idea of a double port charger sort of pointless..",3
B07C4M5P5S,RFK59MIQ1IOBW,disappointed with this product,"I am disappointed with this product.

The Micro USB Cable is far too short. I need to get an extension cord so I can use this device on my office desk.

The product description says that this device is compatible with the iPhone XS Max. However, the User manual does not explain how to make it work with the XS Max.

I expected to be able to plug this device in and make it work. Now I need to buy a fast charging power adapter to make it work. There is no guidance in the user manual regarding the power charging adapter specs I need to make it work with an XS Max.

My package includes optional silicone pieces. I have not idea why I need them or what are the tradeoffs of using or not using the silicone pieces.",1
B092VVR6N1,RPX4WBMESKVZS,Solid & Fast,This flush style USB car charger is built very well! It has some good weight behind it and made with metal. It’s also one of the fastest car chargers I’ve seen at this size. Charges my iPhone and motorola very fast at the same time. Great value for money.,5
